poem content,pred,label,score,anger,disgust,fear,joy,neutral,sadness,surprise,age,type
"I know what the caged bird feels, alas!
    When the sun is bright on the upland slopes;   
When the wind stirs soft through the springing grass,   
And the river flows like a stream of glass;
    When the first bird sings and the first bud opes,   
And the faint perfume from its chalice steals
I know what the caged bird feels!

I know why the caged bird beats his wing
    Till its blood is red on the cruel bars;   
For he must fly back to his perch and cling   
When he fain would be on the bough a-swing;
    And a pain still throbs in the old, old scars   
And they pulse again with a keener sting
I know why he beats his wing!

I know why the caged bird sings, ah me,
    When his wing is bruised and his bosom sore,
When he beats his bars and he would be free;
It is not a carol of joy or glee,
    But a prayer that he sends from his hearts deep core,   
But a plea, that upward to Heaven he flings
I know why the caged bird sings!",5,sadness,0.9452928,0.007221836,0.006117541,0.016316734,0.007803875,0.008097,0.9452928,0.00915022,Modern,Nature
"‘Talbingo River’—as one says of bones:
‘Captain’ or ‘Commodore’ that smelt gunpowder
In old engagements no one quite believes
Or understands. Talbingo had its blood
As they did, ran with waters huge and clear
Lopping down mountains,
Turning crags to banks.

Now it’s a sort of aching valley,
Basalt shaggy with scales,
A funnel of tobacco-coloured clay,
Smoulders of puffed earth
And pebbles and shell-bodied flies
And water thickening to stone in pocks.

That’s what we’re like out here,
Beds of dried-up passions.",5,sadness,0.76238555,0.009718929,0.17217451,0.010895706,0.002433855,0.0374776,0.76238555,0.004913868,Modern,Nature
"I
Among twenty snowy mountains,   
The only moving thing   
Was the eye of the blackbird.   

II
I was of three minds,   
Like a tree   
In which there are three blackbirds.   

III
The blackbird whirled in the autumn winds.   
It was a small part of the pantomime.   

IV
A man and a woman   
Are one.   
A man and a woman and a blackbird   
Are one.   

V
I do not know which to prefer,   
The beauty of inflections   
Or the beauty of innuendoes,   
The blackbird whistling   
Or just after.   

VI
Icicles filled the long window   
With barbaric glass.   
The shadow of the blackbird   
Crossed it, to and fro.   
The mood   
Traced in the shadow   
An indecipherable cause.   

VII
O thin men of Haddam,   
Why do you imagine golden birds?   
Do you not see how the blackbird   
Walks around the feet   
Of the women about you?   

VIII
I know noble accents   
And lucid, inescapable rhythms;   
But I know, too,   
That the blackbird is involved   
In what I know.   

IX
When the blackbird flew out of sight,   
It marked the edge   
Of one of many circles.   

X
At the sight of blackbirds   
Flying in a green light,   
Even the bawds of euphony   
Would cry out sharply.   

XI
He rode over Connecticut   
In a glass coach.   ",2,fear,0.40449342,0.09056609,0.03900125,0.40449342,0.08830688,0.07218361,0.18838473,0.11706403,Modern,Nature
"I

Calm was the sea to which your course you kept,
Oh, how much calmer than all southern seas!
Many your nameless mates, whom the keen breeze
Wafted from mothers that of old have wept.
All souls of children taken as they slept
Are your companions, partners of your ease,
And the green souls of all these autumn trees
Are with you through the silent spaces swept.
Your virgin body gave its gentle breath
Untainted to the gods. Why should we grieve,
But that we merit not your holy death?
We shall not loiter long, your friends and I;
Living you made it goodlier to live,
Dead you will make it easier to die.

II

With you a part of me hath passed away;
For in the peopled forest of my mind
A tree made leafless by this wintry wind
Shall never don again its green array.
Chapel and fireside, country road and bay,
Have something of their friendliness resigned;
Another, if I would, I could not find,
And I am grown much older in a day.
But yet I treasure in my memory
Your gift of charity, your mellow ease,
And the dear honour of your amity;
For these once mine, my life is rich with these.
And I scarce know which part may greater be,
What I keep of you, or you rob of me.

III

Your bark lies anchored in the peaceful bight
Until a kinder wind unfurl her sail;
",5,sadness,0.9079258,0.002210939,0.003365707,0.00298793,0.042237725,0.035751987,0.9079258,0.005519898,Modern,Nature
"nothing but this continent
intent on its dismay—
hands, etc. bandaged,
a torn petticoat fringed
with lace, roseate frozen
fingers, or elsewhere
feet wrapped in burlap
scuffing new snow

after the indigo of their tunics
seeps back into the soil
this spring, the several springs’
dulling thaw and incidental greenery

what marks they made were
harrowed out by those who settled,
so set themselves against the land

whether to keep the land
open to passage
or parcel it to the plow
Benton and Everett argued

“English tartars,” some said,
white savages to plunder the trade,
“only farmer and tradesman stabilize”

his head raised slightly
the dying woodsman
views the open plains,

“flat water” squalls
spilling stiff grasses
into the small shade a stand
of scrub trees gives his end

“huge skulls and whitening
bones of buffalo
were scattered everywhere”

the Conestoga’s canvas
straining to the wind,
the plow’s first bite,
the first indenture
of the rutted road,
crossties set down,
oil, asphalt glittering
quartz aggregate to the sun

the harrow’s bright discs
crumble the damp shine
of the new furrow,
the wind dulls and sifts
grassland into dust

two days in the storm cellar,
wet rags to their faces,
the slatted door impacted
with wet rags, dowery linens

strange light at the cyclone’s
onset, a",5,sadness,0.7775009,0.05124116,0.007450755,0.07209617,0.010375218,0.018996697,0.7775009,0.062339053,Modern,Nature
"But then there comes that moment rare
When, for no cause that I can find,
The little voices of the air
Sound above all the sea and wind.

The sea and wind do then obey
And sighing, sighing double notes
Of double basses, content to play
A droning chord for the little throats

The little throats that sing and rise
Up into the light with lovely ease
And a kind of magical, sweet surprise
To hear and know themselves for these

For these little voices: the bee, the fly,
The leaf that taps, the pod that breaks,
The breeze on the grass-tops bending by,
The shrill quick sound that the insect makes.",3,joy,0.60341984,0.004508719,0.002898297,0.002770355,0.60341984,0.12622717,0.033453245,0.2267224,Modern,Nature
"As others or ourselves
let’s say—furtive, then,

inconsequent and sad—
or on the edge of thought,

perhaps, or into some
predictable meandering,

the outward accelerations
of water against its shore

dissipating into erosions,
cuts and counter-cuts,

remembered as landscape,
the convenient certainties

of an abandoned past.
Is it tree or treeline

or the massing of leaves
against the sky or color

freed from shadow or something
of color deepening against shade,

the sensible bluff that heaves
above the bluff’s presumed

insensible marl? River,
again, always enclosed

by its own turnings, its
own turnings overgrown.",2,fear,0.8561494,0.029157497,0.011317008,0.8561494,0.00459399,0.05441369,0.036200278,0.00816814,Modern,Nature
"The incoherent rushing of the train
Dulls like a drugged pain

Numbs
To an ether throbbing of inaudible drums

Unfolds
Hush within hush until the night withholds

Only its darkness.
                            From the deep
Dark a voice calls like a voice in sleep

Slowly a strange name in a strange tongue.

Among

The sleeping listeners a sound
As leaves stir faintly on the ground

When snow falls from a windless sky—
A stir    A sigh",2,fear,0.83464366,0.006296795,0.016222958,0.83464366,0.003746292,0.014831385,0.089989774,0.034269102,Modern,Nature
"When you are not surprised, not surprised,
nor leap in imagination from sunlight into shadow   
or from shadow into sunlight   
suiting the color of fright or delight   
to the bewildering circumstance   
when you are no longer surprised   
by the quiet or fury of daybreak   
the stormy uprush of the sun’s rage   
over the edges of torn trees
torrents of living and dying flung
upward and outward inward and downward to space
or else
peace peace peace peace
the wood-thrush speaking his holy holy
far hidden in the forest of the mind   
while slowly
the limbs of light unwind
and the world’s surface dreams again of night
as the center dreams of light   
when you are not surprised
by breath and breath and breath
the first unconscious morning breath
the tap of the bird’s beak on the pane
and do not cry out come again   
blest blest that you are come again   
o light o sound o voice of bird o light   
and memory too o memory blest   
and curst with the debts of yesterday   
that would not stay, or stay

when you are not surprised
by death and death and death
death of the bee in the daffodil
death of color in the child’s cheek
on the young mother’s breast
death of sense of touch of sight
death of delight
and the inward death the inward turning night
when the heart hardens itself with hate",2,fear,0.6218922,0.04840915,0.002080302,0.6218922,0.013355286,0.012060531,0.019717572,0.28248492,Modern,Nature
"At five I wake, rise, rub on the smoking pane
A port to see—water breathing in the air,
Boughs broken. The sun comes up in a golden stain,
Floats like a glassy sea-fruit. There is mist everywhere,
White and humid, and the Harbour is like plated stone,
Dull flakes of ice. One light drips out alone,
One bead of winter-red, smouldering in the steam,
Quietly over the roof-tops—another window
Touched with a crystal fire in the sun’s gullies,
One lonely star of the morning, where no stars gleam.

Far away on the rim of this great misty cup,
The sun gilds the dead suburbs as he rises up,
Diamonds the wind-cocks, makes glitter the crusted spikes
On moss-drowned gables. Now the tiles drip scarlet-wet,
Swim like birds’ paving-stones, and sunlight strikes
Their watery mirrors with a moister rivulet,
Acid and cold. Here lie those mummied Kings,
Men sleeping in houses, embalmed in stony coffins,
Till the Last Trumpet calls their galleries up,
And the suburbs rise with distant murmurings.

O buried dolls, O men sleeping invisible there,
I stare above your mounds of stone, lean down,
Marooned and lonely in this bitter air,
And in one moment deny your frozen town,
Renounce your bodies—earth falls in clouds away,
Stones lose their meaning, substance is lost in clay,
Roofs fade, and that small smo",1,disgust,0.3600086,0.34846804,0.3600086,0.058602437,0.002463907,0.086368084,0.127702,0.016386956,Modern,Nature
"Even iron can put forth,
Even iron.

This is the iron age,
But let us take heart
Seeing iron break and bud,
Seeing rusty iron puff with clouds of blossom.

The almond-tree,
December's bare iron hooks sticking out of earth.

The almond-tree,
That knows the deadliest poison, like a snake
In supreme bitterness.

Upon the iron, and upon the steel,
Odd flakes as if of snow, odd bits of snow,
Odd crumbs of melting snow.

But you mistake, it is not from the sky;
From out the iron, and from out the steel,
Flying not down from heaven, but storming up,
Strange storming up from the dense under-earth
Along the iron, to the living steel
In rose-hot tips, and flakes of rose-pale snow
Setting supreme annunciation to the world.

Nay, what a heart of delicate super-faith,
Iron-breaking,
The rusty swords of almond-trees.

Trees suffer, like races, down the long ages.
They wander and are exiled, they live in exile through long ages
Like drawn blades never sheathed, hacked and gone black,
The alien trees in alien lands: and yet
The heart of blossom,
The unquenchable heart of blossom!

Look at the many-cicatrised frail vine, none more scarred and frail,
Yet see him fling himself abroad in fresh abandon
From the small wound-stump.

Even the wilful, obstinate, ",0,anger,0.49071342,0.49071342,0.30693987,0.092107154,0.001558009,0.03397996,0.069326416,0.005375247,Modern,Nature
"I placed a jar in Tennessee,
And round it was, upon a hill.
It made the slovenly wilderness
Surround that hill.

The wilderness rose up to it,
And sprawled around, no longer wild.
The jar was round upon the ground
And tall and of a port in air.

It took dominion everywhere.
The jar was gray and bare.
It did not give of bird or bush,
Like nothing else in Tennessee.",1,disgust,0.7785115,0.046888646,0.7785115,0.057457235,0.002596937,0.064349264,0.034139175,0.016057182,Modern,Nature
"A poem should be palpable and mute   
As a globed fruit,

Dumb
As old medallions to the thumb,

Silent as the sleeve-worn stone
Of casement ledges where the moss has grown—

A poem should be wordless   
As the flight of birds.

                         *               

A poem should be motionless in time   
As the moon climbs,

Leaving, as the moon releases
Twig by twig the night-entangled trees,

Leaving, as the moon behind the winter leaves,   
Memory by memory the mind—

A poem should be motionless in time   
As the moon climbs.

                         *               

A poem should be equal to:
Not true.

For all the history of grief
An empty doorway and a maple leaf.

For love
The leaning grasses and two lights above the sea—

A poem should not mean   
But be.",2,fear,0.44355962,0.036960658,0.057355087,0.44355962,0.00924312,0.036822617,0.4089125,0.007146344,Modern,Nature
"At evening, sitting on this terrace,
When the sun from the west, beyond Pisa, beyond the mountains of Carrara
Departs, and the world is taken by surprise ...

When the tired flower of Florence is in gloom beneath the glowing
Brown hills surrounding ...

When under the arches of the Ponte Vecchio
A green light enters against stream, flush from the west,
Against the current of obscure Arno ...

Look up, and you see things flying
Between the day and the night;
Swallows with spools of dark thread sewing the shadows together.

A circle swoop, and a quick parabola under the bridge arches
Where light pushes through;
A sudden turning upon itself of a thing in the air.
A dip to the water.

And you think:
""The swallows are flying so late!""

Swallows?

Dark air-life looping
Yet missing the pure loop ...
A twitch, a twitter, an elastic shudder in flight
And serrated wings against the sky,
Like a glove, a black glove thrown up at the light,
And falling back.

Never swallows!
Bats!
The swallows are gone.

At a wavering instant the swallows gave way to bats
By the Ponte Vecchio ...
Changing guard.

Bats, and an uneasy creeping in one's scalp
As the bats swoop overhead!
Flying madly.

Pipistrello!
Black piper on an infinitesimal pipe.
Little lumps th",2,fear,0.74892515,0.015395273,0.009532456,0.74892515,0.002711262,0.019418012,0.023882387,0.18013547,Modern,Nature
"Then you shall see her truly--your blood remembering its first invasion of her secrecy, its first encounters with her kind, her chieftain lover...his shade that haunts the lakes and hills",4,neutral,0.56542146,0.0584165,0.2202627,0.09646373,0.007259988,0.56542146,0.027712869,0.024462644,Modern,Nature
"I
The bronze General Grant riding a bronze horse in Lincoln Park
Shrivels in the sun by day when the motor cars whirr by in long processions going somewhere to keep apppointment for dinner and matinees and buying and selling
Though in the dusk and nightfall when high waves are piling
On the slabs of the promenade along the lake shore near by
   I have seen the general dare the combers come closer
And make to ride his bronze horse out into the hoofs and guns of the storm.

II
I cross Lincoln Park on a winter night when the snow is falling.
Lincoln in bronze stands among the white lines of snow, his bronze forehead meeting soft echoes of the newsies crying forty thousand men are dead along the Yser, his bronze ears listening to the mumbled roar of the city at his bronze feet.
A lithe Indian on a bronze pony, Shakespeare seated with long legs in bronze, Garibaldi in a bronze cape, they hold places in the cold, lonely snow to-night on their pedestals and so they will hold them past midnight and into the dawn.",2,fear,0.88632786,0.02444573,0.002735655,0.88632786,0.006084846,0.014106177,0.05710125,0.00919841,Modern,Nature
"Man, the egregious egoist,
(In mystery the twig is bent,)
Imagines, by some mental twist,
That he alone is sentient

Of the intolerable load
Which on all living creatures lies,
Nor stoops to pity in the toad
The speechless sorrow of its eyes.

He asks no questions of the snake,
Nor plumbs the phosphorescent gloom
Where lidless fishes, broad awake,
Swim staring at a night-mare doom.",5,sadness,0.91304195,0.005210144,0.029681854,0.011716544,0.001733867,0.035252776,0.91304195,0.003362902,Modern,Nature
"Not in that wasted garden
Where bodies are drawn into grass
That feeds no flocks, and into evergreens
That bear no fruit 
There where along the shaded walks
Vain sighs are heard,
And vainer dreams are dreamed
Of close communion with departed souls 
But here under the apple tree
I loved and watched and pruned
With gnarled hands
In the long, long years;
Here under the roots of this northern-spy
To move in the chemic change and circle of life,
Into the soil and into the flesh of the tree,
And into the living epitaphs
Of redder apples!",5,sadness,0.8930469,0.020049598,0.013104068,0.029799381,0.007478641,0.018947942,0.8930469,0.017573448,Modern,Nature
"What large, dark hands are those at the window
Lifted, grasping the golden light
Which weaves its way through the creeper leaves
       To my heart's delight?

Ah, only the leaves! But in the west,
In the west I see a redness come
Over the evening's burning breast 
        'Tis the wound of love goes home!

The woodbine creeps abroad
Calling low to her lover:
The sun-lit flirt who all the day
Has poised above her lips in play
And stolen kisses, shallow and gay
Of pollen, now has gone away
 She woos the moth with her sweet, low word,
And when above her his broad wings hover
Then her bright breast she will uncover
And yield her honey-drop to her lover.

Into the yellow, evening glow
Saunters a man from the farm below,
Leans, and looks in at the low-built shed
Where hangs the swallow's marriage bed.
The bird lies warm against the wall.
She glances quick her startled eyes
Towards him, then she turns away
Her small head, making warm display
Of red upon the throat. His terrors sway
Her out of the nest's warm, busy ball,
Whose plaintive cry is heard as she flies
In one blue stoop from out the sties
Into the evening's empty hall.

Oh, water-hen, beside the rushes
Hide your quaint, unfading blushes,
Still your quick tail, and lie as dead,
Till the dis",2,fear,0.49730828,0.07516041,0.020989172,0.49730828,0.021578273,0.046999205,0.19433239,0.14363234,Modern,Nature
"I met a man in South Street, tall –

a nervous shark tooth swung on his chain.

His eyes pressed through green glass

-          green glasses, or bar lights made them

so –

            shine –

                        GREEN –

                                    eyes –

stepped out – forgot to look at you

or left you several blocks away –

 

in the nickel-in-the-slot piano jogged

‘Stamboul Nights’ – weaving somebody’s nickel-sang-

 

            O Stamboul Rose – dreams weave the rose!

 

                        Murmurs of Leviathan he spoke,

                        and rum was Plato in our heads…

 

‘‘It’s S.S. Ala – Antwerp – now remember kid

to put me out at three she sails on time.

I’m not much good at time any more keep

weakeyed watches sometimes snooze-’’ his bony hands

got to beating time… ‘‘A whaler once-

I ought to keep time and get over it-I’m a

Democrat-I know what time it is-No

I don’t want to know what time it is-that

damned white Arctic killed my time…’’

 

            O Stamboul Rose-drums weave-

 

‘‘I ran a donkey engine down there on the Canal

in Panama-got tired of that-

then Yucatan selling kitchenware-beads-

have you seen Popocatepetl-birdless mouth

with ashes sifting down-?

                                    and then the coast again…",2,fear,0.68327683,0.018023083,0.004637369,0.68327683,0.042213883,0.054516077,0.052867733,0.14446507,Modern,Nature
"See, the grass is full of stars,
Fallen in their brightness;
Hearts they have of shining gold,
Rays of shining whiteness.

Buttercups have honeyed hearts,
Bees they love the clover,
But I love the daisies' dance
All the meadow over.

Blow, O blow, you happy winds,
Singing summer's praises,
Up the field and down the field
A-dancing with the daisies.",3,joy,0.6741746,0.006545154,0.004975064,0.001542004,0.6741746,0.17500256,0.10502816,0.03273244,Modern,Nature
"First there is the wind but not like the familiar wind but long and without lapses or falling away or surges of air as is usual but rather like the persistent pressure of a river or a running tide.

   This wind is from the other side and has an odor unlike the odor of the winds with us but like time if time had odor and were cold and carried a bitter and sharp taste like rust on the taste of snow or the fragrance of thunder.

   When the air has this taste of time the frontiers are not far from us.

   Then too there are the animals. There are always animals under the small trees. They belong neither to our side nor to theirs but are wild and because they are animals of such kind that wildness is unfamiliar in them as the horse for example or the goat and often sheep and dogs and like creatures their wandering there is strange and even terrifying signaling as it does the violation of custom and the subversion of order.

   There are also the unnatural lovers the distortion of images the penetration of mirrors and the inarticulate meanings of the dreams. The dreams are in turmoil like a squall of birds.

   Finally there is the evasion of those with whom we have come. It is at the frontiers that the companions desert us—that the girl returns to the old country

   that we are alo",1,disgust,0.58066446,0.05938125,0.58066446,0.21088435,0.001606713,0.11548578,0.021416558,0.010561007,Modern,Nature
"I’ the how-dumb-deid o’ the cauld hairst nicht   
The warl’ like an eemis stane
Wags i’ the lift;
An’ my eerie memories fa’
Like a yowdendrift.

Like a yowdendrift so’s I couldna read   
The words cut oot i’ the stane
Had the fug o’ fame
An’ history’s hazelraw
No’ yirdit thaim.",2,fear,0.94286734,0.003038415,0.00447026,0.94286734,0.003607991,0.008230102,0.008179059,0.029606745,Modern,Nature
"This spring as it comes bursts up in bonfires green,
Wild puffing of emerald trees, and flame-filled bushes,
Thorn-blossom lifting in wreaths of smoke between
Where the wood fumes up and the watery, flickering rushes.

I am amazed at this spring, this conflagration
Of green fires lit on the soil of the earth, this blaze
Of growing, and sparks that puff in wild gyration,
Faces of people streaming across my gaze.

And I, what fountain of fire am I among
This leaping combustion of spring? My spirit is tossed
About like a shadow buffeted in the throng
Of flames, a shadow that's gone astray, and is lost.",6,surprise,0.9472926,0.015762059,0.007303624,0.01432229,0.001573017,0.011778554,0.001967812,0.9472926,Modern,Nature
"I never knew the earth had so much gold
The fields run over with it, and this hill
Hoary and old,
Is young with buoyant blooms that flame and thrill.

Such golden fires, such yellowlo, how good
This spendthrift world, and what a lavish God!
This fringe of wood,
Blazing with buttercup and goldenrod.

You too, beloved, are changed. Again I see
Your face grow mystical, as on that night
You turned to me,
And all the trembling worldand youwere white.

Aye, you are touched; your singing lips grow dumb;
The fields absorb you, color you entire . . .
And you become
A goddess standing in a world of fire!",2,fear,0.9287823,0.005733867,0.002860923,0.9287823,0.013451288,0.010292755,0.012130206,0.02674874,Modern,Nature
"The fog comes
on little cat feet.

It sits looking
over harbor and city
on silent haunches
and then moves on.",2,fear,0.47768438,0.018585825,0.048803028,0.47768438,0.006319338,0.26593685,0.12428123,0.058389373,Modern,Nature
"When she rises in the morning
I linger to watch her;
She spreads the bath-cloth underneath the window
And the sunbeams catch her
Glistening white on the shoulders,
While down her sides the mellow
Golden shadow glows as
She stoops to the sponge, and her swung breasts
Sway like full-blown yellow
Gloire de Dijon roses.

She drips herself with water, and her shoulders
Glisten as silver, they crumple up
Like wet and falling roses, and I listen
For the sluicing of their rain-dishevelled petals.
In the window full of sunlight
Concentrates her golden shadow
Fold on fold, until it glows as
Mellow as the glory roses.",4,neutral,0.66725695,0.016756924,0.127679,0.013051177,0.03473949,0.66725695,0.12046181,0.020054614,Modern,Nature
"Pray why are you so bare, so bare,
   Oh, bough of the old oak-tree;
And why, when I go through the shade you throw,
   Runs a shudder over me?

My leaves were green as the best, I trow,
   And sap ran free in my veins,
But I say in the moonlight dim and weird
   A guiltless victim's pains.

I bent me down to hear his sigh;
   I shook with his gurgling moan,
And I trembled sore when they rode away,
   And left him here alone.

They'd charged him with the old, old crime,
   And set him fast in jail:
Oh, why does the dog howl all night long,
   And why does the night wind wail?

He prayed his prayer and he swore his oath,
   And he raised his hand to the sky;
But the beat of hoofs smote on his ear,
   And the steady tread drew nigh.

Who is it rides by night, by night,
   Over the moonlit road?
And what is the spur that keeps the pace,
   What is the galling goad?

And now they beat at the prison door,
   ""Ho, keeper, do not stay!
We are friends of him whom you hold within,
   And we fain would take him away

""From those who ride fast on our heels
   With mind to do him wrong;
They have no care for his innocence,
   And the rope they bear is long.""

They have fooled the jailer with lying words,
   They have fooled the man with lies;
The bol",2,fear,0.8872695,0.004614367,0.009855308,0.8872695,0.001902279,0.007813904,0.078681625,0.009863053,Modern,Nature
"When I am dead and over me bright April
Shakes out her rain-drenched hair,
Tho' you should lean above me broken-hearted,
I shall not care.

I shall have peace, as leafy trees are peaceful
When rain bends down the bough,
And I shall be more silent and cold-hearted
Than you are now.",5,sadness,0.9682892,0.013952741,0.005892731,0.001730488,0.001901206,0.007433532,0.9682892,0.000800122,Modern,Nature
"I will arise and go now, and go to Innisfree,
And a small cabin build there, of clay and wattles made;
Nine bean-rows will I have there, a hive for the honey-bee,
And live alone in the bee-loud glade.

And I shall have some peace there, for peace comes dropping slow,
Dropping from the veils of the morning to where the cricket sings;
There midnights all a glimmer, and noon a purple glow,
And evening full of the linnets wings.

I will arise and go now, for always night and day
I hear lake water lapping with low sounds by the shore;
While I stand on the roadway, or on the pavements grey,
I hear it in the deep hearts core.",5,sadness,0.7636279,0.017124033,0.017842906,0.0427058,0.01969401,0.08833861,0.7636279,0.050666776,Modern,Nature
"These alternate nights and days, these seasons
Somehow fail to convince me. It seems
I have the sense of infinity!

(In your dreams, O crew of Columbus,
O listeners over the sea
For the surf that breaks upon Nothing—)

Once I was waked by the nightingales in the garden.
I thought, What time is it? I thought,
Time—Is it Time still?—Now is it Time?

(Tell me your dreams, O sailors:
Tell me, in sleep did you climb
The tall masts, and before you—)

At night the stillness of old trees
Is a leaning over and the inertness
Of hills is a kind of waiting.

(In sleep, in a dream, did you see
The world’s end? Did the water
Break—and no shore—Did you see?)

Strange faces come through the streets to me
Like messengers: and I have been warned
By the moving slowly of hands at a window.

Oh, I have the sense of infinity—
But the world, sailors, is round.
They say there is no end to it.",2,fear,0.6710225,0.027383724,0.028465774,0.6710225,0.003522179,0.06355531,0.014269647,0.19178091,Modern,Nature
"little tree
little silent Christmas tree
you are so little
you are more like a flower

who found you in the green forest
and were you very sorry to come away?
see          i will comfort you
because you smell so sweetly

i will kiss your cool bark
and hug you safe and tight
just as your mother would,
only don't be afraid

look          the spangles
that sleep all the year in a dark box
dreaming of being taken out and allowed to shine,
the balls the chains red and gold the fluffy threads,

put up your little arms
and i'll give them all to you to hold
every finger shall have its ring
and there won't be a single place dark or unhappy

then when you're quite dressed
you'll stand in the window for everyone to see
and how they'll stare!
oh but you'll be very proud

and my little sister and i will take hands
and looking up at our beautiful tree
we'll dance and sing
""Noel Noel""",2,fear,0.64770865,0.003797075,0.001197482,0.64770865,0.070387706,0.04945575,0.19158816,0.035865128,Modern,Nature
"A silver Lucifer
serves
cocaine in cornucopia

To some somnambulists
of adolescent thighs
draped
in satirical draperies

Peris in livery
prepare
Lethe
for posthumous parvenues

Delirious Avenues
lit
with the chandelier souls
of infusoria
from Pharoah’s tombstones

lead
to mercurial doomsdays
Odious oasis
in furrowed phosphorous

the eye-white sky-light
white-light district
of lunar lusts

             Stellectric signs
“Wing shows on Starway”
“Zodiac carrousel”

Cyclones
of ecstatic dust
and ashes whirl
crusaders
from hallucinatory citadels
of shattered glass
into evacuate craters

A flock of dreams   
browse on Necropolis

From the shores
of oval oceans
in the oxidized Orient

Onyx-eyed Odalisques
and ornithologists
observe
the flight
of Eros obsolete

And “Immortality”
mildews ...   
in the museums of the moon

“Nocturnal cyclops”
“Crystal concubine”

Pocked with personification
the fossil virgin of the skies
waxes and wanes",3,joy,0.7010503,0.007843928,0.002395211,0.009095151,0.7010503,0.04455064,0.21692185,0.018142974,Modern,Nature
"Moonmoth and grasshopper that flee our page
And still wing on, untarnished of the name
We pinion to your bodies to assuage
Our envy of your freedomwe must maim

Because we are usurpers, and chagrined
And take the wing and scar it in the hand.
Names we have, even, to clap on the wind;
But we must die, as you, to understand.

I dreamed that all men dropped their names, and sang
As only they can praise, who build their days
With fin and hoof, with wing and sweetened fang
Struck free and holy in one Name always.",0,anger,0.82875293,0.82875293,0.039913416,0.011276637,0.001998405,0.05758165,0.057114847,0.003362185,Modern,Nature
"The tarantula rattling at the lily's foot,
Across the feet of the dead, laid in white sand
Near the coral beach; the small and ruddy crabs
Stilting out of sight, that reverse your name —

And above, the lyric palsy of eucalypti, seeping
A silver swash of something unvisited. . . . Suppose
I count these clean enamel frames of death,
Brutal necklaces of shells around each grave
Laid out so carefully. This pity can be told ...

And in the white sand I can find a name, albeit
In another tongue. Tree-name, flower-name deliberate,
Gainsay the unknown death. . . . The wind,
Sweeping the scrub palms, also is almost kind.

But who is a Captain of this doubloon isle
Without a turnstile? Nought but catchword crabs
Plaguing the hot groins of the underbrush? Who
The commissioner of mildew throughout the senses?
His Carib mathematics dull the bright new lenses.

Under the poinciana, of a noon or afternoon
Let fiery blossoms clot the light, render my ghost,
Sieved upward, black and white along the air —
Until it joins the blue's comedian host.

Let not the pilgrim see himself again
Bound like the dozen turtles on the wharf
Each twilight — still undead, and brine caked in their eyes,
— Huge, overturned: such thunder in their strain!
And clenched beaks coughing for the surge again!

Slagged of th",1,disgust,0.527399,0.04627646,0.527399,0.029015282,0.004660043,0.15020783,0.22421308,0.01822829,Modern,Nature
"All is lithogenesis—or lochia,
Carpolite fruit of the forbidden tree,
Stones blacker than any in the Caaba,
Cream-coloured caen-stone, chatoyant pieces,   
Celadon and corbeau, bistre and beige,   
Glaucous, hoar, enfouldered, cyathiform,   
Making mere faculae of the sun and moon,   
I study you glout and gloss, but have
No cadrans to adjust you with, and turn again   
From optik to haptik and like a blind man run   
My fingers over you, arris by arris, burr by burr,   
Slickensides, truité, rugas, foveoles,
Bringing my aesthesis in vain to bear,
An angle-titch to all your corrugations and coigns,   
Hatched foraminous cavo-rilievo of the world,   
Deictic, fiducial stones. Chiliad by chiliad   
What bricole piled you here, stupendous cairn?   
What artist poses the Earth écorché thus,   
Pillar of creation engouled in me?
What eburnation augments you with men’s bones,   
Every energumen an Endymion yet?
All the other stones are in this haecceity it seems,   
But where is the Christophanic rock that moved?   
What Cabirian song from this catasta comes?

Deep conviction or preference can seldom   
Find direct terms in which to express itself.   
Today on this shingle shelf
I understand this pensive reluctance so well,   
This not discommendable obstinacy,
These contrivances of an",2,fear,0.5173515,0.08729957,0.13088953,0.5173515,0.023936724,0.10490365,0.11586284,0.019756148,Modern,Nature
"She has no need to fear the fall
Of harvest from the laddered reach
Of orchards, nor the tide gone ebbing
      From the steep beach.

Nor hold to pain's effrontery
Her body's bulwark, stern and savage,
Nor be a glass, where to forsee
      Another's ravage.

What she has gathered, and what lost,
She will not find to lose again.
She is possessed by time, who once
      Was loved by men.",2,fear,0.8817146,0.049588278,0.008512225,0.8817146,0.002776148,0.00765304,0.048282534,0.001473189,Modern,Nature
